Gender,Age,Annual Income,Profession,Bought
male,40,33877,Doctor,0
male,28,28706,Teacher,0
female,36,44181,Graphic Designer,1
female,74,65188,Video Editor,0
male,23,95307,Accountant,0
male,21,60847,Doctor,1
female,22,20452,Gamer,1
male,54,132230,Gamer,1
male,45,14658,Business Professional,0
female,59,7806,Teacher,0
male,73,42737,Student,0
female,27,36066,Business Professional,0
female,62,102540,Graphic Designer,0
male,31,31325,Accountant,0
female,38,75956,Software Engineer,1
male,31,55686,Gamer,1
female,44,133220,Software Engineer,1
male,24,44538,Teacher,0
female,45,100081,Freelancer,1
female,36,9800,Doctor,0
male,62,40440,Video Editor,0
female,67,41426,Freelancer,0
female,59,72289,Video Editor,0
male,74,74970,Doctor,0
female,40,136975,Freelancer,1
female,75,102471,Teacher,0
male,54,56618,Graphic Designer,1
male,55,122877,Student,0
female,34,22602,Doctor,0
female,54,41393,Teacher,0
male,60,18426,Teacher,0
female,54,27442,Student,0
male,21,50801,Student,1
male,40,63604,Video Editor,1
male,64,13136,Teacher,0
female,61,91203,Freelancer,0
female,37,40965,Teacher,0
female,69,16611,Software Engineer,1
male,48,79984,Teacher,0
female,50,110270,Gamer,1
male,57,81583,Software Engineer,1
male,48,123620,Business Professional,0
female,72,24780,Freelancer,0
female,51,59389,Business Professional,0
male,75,114868,Freelancer,1
female,27,27375,Software Engineer,1
female,30,6268,Freelancer,1
male,66,120093,Gamer,1
male,24,15684,Gamer,1
female,30,41885,Teacher,0
male,49,117132,Freelancer,1
male,46,78449,Accountant,0
female,55,121057,Video Editor,0
female,54,53684,Freelancer,1
female,40,115976,Video Editor,0
male,46,118674,Doctor,0
male,68,51999,Business Professional,0
female,56,43618,Graphic Designer,0
male,62,33811,Gamer,1
male,57,115800,Video Editor,0
female,19,39646,Graphic Designer,1
female,43,52816,Doctor,0
male,20,5593,Freelancer,1
female,57,9258,Business Professional,0
female,38,64663,Video Editor,0
male,27,111783,Graphic Designer,1
female,56,28957,Student,0
male,31,130670,Gamer,1
male,69,116406,Student,0
male,37,65860,Graphic Designer,1
male,47,121854,Video Editor,1
female,58,48704,Software Engineer,1
female,71,94737,Student,0
female,63,5827,Software Engineer,0
male,54,79755,Freelancer,1
male,31,11356,Software Engineer,1
male,57,31831,Business Professional,0
female,54,14586,Doctor,0
female,28,21761,Accountant,0
male,74,94157,Freelancer,1
male,39,4196,Student,0
male,32,79511,Student,1
male,42,107920,Graphic Designer,1
male,37,94158,Accountant,0
male,65,90521,Business Professional,0
female,22,134396,Video Editor,1
female,40,9446,Gamer,1
male,33,29070,Business Professional,1
male,57,51106,Graphic Designer,1
male,31,44887,Gamer,1
male,62,36721,Accountant,0
female,36,30996,Gamer,1
female,50,120918,Freelancer,1
male,31,122233,Software Engineer,1
female,57,11730,Teacher,0
male,59,45026,Video Editor,0
male,23,49530,Business Professional,1
male,36,8555,Doctor,0
male,71,32911,Software Engineer,1
female,69,32086,Gamer,1
male,22,89971,Graphic Designer,1
female,56,103656,Gamer,1
female,51,33820,Accountant,0
male,63,58140,Business Professional,0
female,65,21773,Video Editor,0
male,26,102757,Doctor,1
male,41,67657,Accountant,0
male,71,114284,Gamer,1
male,68,108411,Accountant,0
female,56,135450,Student,0
female,23,65058,Business Professional,0
male,37,16676,Doctor,0
female,73,120474,Business Professional,0
female,49,83489,Accountant,0
female,73,139631,Gamer,1
male,52,139961,Software Engineer,1
male,50,7745,Gamer,1
male,72,90880,Student,0
female,74,78046,Student,0
female,73,74263,Software Engineer,1
female,67,106949,Student,0
female,39,101561,Teacher,0
female,20,109864,Accountant,0
male,31,62177,Freelancer,1
female,66,128989,Graphic Designer,0
female,54,130391,Teacher,0
male,33,77945,Video Editor,1
female,62,129887,Software Engineer,1
female,31,5571,Doctor,0
female,23,109769,Doctor,0
male,38,82341,Doctor,0
male,62,18342,Teacher,0
female,67,15281,Graphic Designer,0
female,18,42690,Student,0
male,27,65434,Freelancer,1
male,40,130254,Accountant,0
male,71,47744,Gamer,1
male,63,118293,Student,0
male,41,54999,Gamer,1
female,26,21609,Student,0
male,45,73630,Graphic Designer,1
female,51,65063,Business Professional,0
female,72,28833,Graphic Designer,0
male,58,119041,Graphic Designer,1
male,48,135996,Doctor,0
female,63,93669,Teacher,0
male,41,83088,Video Editor,1
female,68,21916,Teacher,0
female,72,112241,Student,0
female,26,114287,Graphic Designer,1
female,63,8252,Freelancer,0
male,42,29824,Business Professional,0
male,19,64233,Freelancer,1
female,60,38834,Gamer,1
female,64,122992,Graphic Designer,0
male,23,80908,Student,1
female,27,104390,Student,0
female,54,25693,Freelancer,1
female,22,121034,Graphic Designer,1
male,48,75082,Accountant,0
male,59,90724,Video Editor,0
female,72,32948,Software Engineer,1
female,64,8819,Doctor,0
female,63,8309,Gamer,1
male,51,122524,Business Professional,0
female,68,128043,Graphic Designer,0
male,55,13425,Graphic Designer,1
female,51,13384,Freelancer,1
female,38,79774,Accountant,0
female,46,81222,Freelancer,1
male,67,36032,Freelancer,1
female,70,21406,Gamer,1
male,59,8493,Doctor,0
male,72,25058,Doctor,0
female,69,83946,Student,0
female,32,51247,Gamer,1
female,30,138027,Doctor,0
male,23,98681,Graphic Designer,1
female,47,52242,Gamer,1
female,50,47977,Teacher,0
female,24,136113,Gamer,1
male,75,47866,Software Engineer,1
male,46,59340,Accountant,0
male,34,102090,Gamer,1
female,28,13005,Student,0
male,42,47235,Graphic Designer,1
male,57,134771,Business Professional,0
female,43,40285,Accountant,0
male,37,83072,Accountant,0
male,58,76844,Gamer,1
male,41,77163,Video Editor,1
female,59,65205,Graphic Designer,0
male,35,82978,Video Editor,1
female,28,3972,Student,0
male,32,10423,Teacher,0
female,27,28372,Student,0
male,65,75390,Business Professional,0
male,26,48039,Software Engineer,1
female,32,54382,Graphic Designer,1
male,52,3931,Graphic Designer,0
female,49,31291,Teacher,0
female,31,8571,Accountant,0
male,61,56929,Freelancer,1
male,59,10629,Graphic Designer,1
female,45,20705,Accountant,0
female,47,65274,Student,0
male,57,124862,Graphic Designer,1
male,67,65472,Freelancer,1
female,37,72579,Gamer,1
female,37,21456,Gamer,1
female,70,127583,Business Professional,0
male,52,119940,Video Editor,1
male,68,40715,Business Professional,0
male,53,27358,Freelancer,1
male,53,66077,Freelancer,1
male,51,27771,Accountant,0
female,65,103708,Student,0
female,52,42256,Video Editor,0
female,28,37509,Gamer,1
female,28,132114,Doctor,0
male,43,18562,Doctor,0
female,34,31391,Student,0
female,42,29296,Graphic Designer,1
female,61,14978,Teacher,0
male,24,26593,Teacher,0
male,25,81439,Software Engineer,1
female,39,51209,Freelancer,1
male,55,49247,Student,0
female,45,100887,Video Editor,0
male,61,77008,Software Engineer,1
male,21,120469,Gamer,1
female,67,105738,Teacher,0
male,55,32151,Business Professional,0
female,65,98153,Doctor,0
female,53,79189,Student,0
male,27,36856,Software Engineer,1
female,41,59425,Teacher,0
female,69,139456,Freelancer,0
female,60,6604,Software Engineer,0
female,52,74685,Teacher,0
male,55,8471,Freelancer,1
male,75,47616,Software Engineer,1
female,38,25629,Business Professional,0
female,19,26614,Gamer,1
male,57,111708,Graphic Designer,1
female,56,3605,Graphic Designer,0
male,37,57927,Doctor,0
female,32,14313,Student,0
male,58,113478,Doctor,0
male,47,77665,Accountant,0
male,24,126395,Graphic Designer,1
male,70,97932,Graphic Designer,1
male,35,136284,Teacher,0
male,47,84082,Doctor,0
female,32,82649,Video Editor,1
female,69,38559,Video Editor,0
male,65,97072,Business Professional,0
female,23,4575,Teacher,0
male,46,127840,Video Editor,1
female,33,98580,Business Professional,0
male,52,122466,Teacher,0
male,57,25099,Graphic Designer,1
female,53,80127,Teacher,0
female,58,116542,Software Engineer,1
female,68,56242,Doctor,0
male,21,120821,Freelancer,1
female,40,125009,Video Editor,0
female,58,104304,Software Engineer,1
male,28,85000,Doctor,1
female,54,91729,Graphic Designer,1
male,19,113878,Video Editor,1
female,53,38560,Software Engineer,1
female,59,138268,Gamer,1
male,23,133058,Video Editor,1
male,51,48648,Graphic Designer,1
male,58,79989,Teacher,0
female,48,12815,Teacher,0
female,31,57064,Video Editor,1
female,41,28804,Teacher,0
female,36,26835,Teacher,0
female,59,50476,Student,0
male,51,97883,Accountant,0
female,56,135489,Accountant,0
female,30,75238,Software Engineer,1
female,75,96286,Video Editor,0
female,19,104523,Business Professional,0
female,54,52437,Business Professional,0
female,36,19739,Accountant,0
male,50,130741,Student,0
female,31,106239,Freelancer,1
male,35,132934,Graphic Designer,1
female,48,65974,Gamer,1
male,53,70487,Business Professional,0
male,30,49265,Gamer,1
female,59,49841,Accountant,0
male,27,56154,Student,1
male,26,11789,Graphic Designer,1
female,23,27535,Doctor,0
male,35,7187,Doctor,0
male,40,3979,Business Professional,0
female,18,44949,Video Editor,1
male,32,96950,Software Engineer,1
male,27,36623,Teacher,0
female,37,18543,Graphic Designer,1
male,65,27799,Teacher,0
male,46,10212,Teacher,0
male,24,86758,Software Engineer,1
male,44,29585,Accountant,0
female,39,57476,Software Engineer,1
female,62,42181,Teacher,0
female,30,76878,Gamer,1
female,59,40348,Accountant,0
male,65,75267,Gamer,1
female,26,56646,Software Engineer,1
male,43,94696,Software Engineer,1
female,45,124595,Gamer,1
male,43,94920,Student,0
female,48,137849,Business Professional,0
male,55,71836,Student,0
female,47,27998,Teacher,0
female,49,76623,Gamer,1
female,28,72795,Video Editor,1
male,35,11169,Video Editor,1
male,36,76629,Doctor,0
male,25,26150,Graphic Designer,1
female,47,77649,Software Engineer,1
female,39,43718,Accountant,0
male,48,18182,Teacher,0
male,22,133298,Freelancer,1
female,23,118245,Student,0
female,21,134645,Teacher,0
male,64,12278,Software Engineer,1
male,50,97374,Teacher,0
male,19,51979,Graphic Designer,1
male,69,87645,Gamer,1
male,58,105801,Graphic Designer,1
female,70,26376,Doctor,0
male,40,139246,Accountant,0
male,38,95112,Student,0
male,40,69453,Business Professional,0
male,57,136215,Accountant,0
female,34,101415,Freelancer,1
female,25,79862,Freelancer,1
female,46,19273,Accountant,0
male,39,139264,Accountant,0
female,36,39708,Accountant,0
male,56,125764,Video Editor,0
female,52,48023,Student,0
female,32,61995,Freelancer,1
female,54,62337,Business Professional,0
female,33,132530,Gamer,1
female,56,44037,Freelancer,0
male,53,82146,Business Professional,0
female,57,22341,Teacher,0
male,55,135773,Business Professional,0
male,27,121821,Student,1
male,21,131599,Student,1
female,73,40099,Graphic Designer,0
male,57,101833,Software Engineer,1
female,64,113185,Accountant,0
female,65,4484,Gamer,1
male,61,76049,Student,0
female,52,43259,Gamer,1
female,30,4843,Graphic Designer,1
female,56,83194,Gamer,1
male,36,134151,Accountant,0
female,40,124644,Freelancer,1
male,52,40103,Accountant,0
male,41,8224,Student,0
female,60,97738,Doctor,0
female,56,79582,Video Editor,0
male,61,49569,Software Engineer,1
female,22,21668,Video Editor,1
female,44,116081,Gamer,1
male,56,105199,Doctor,0
male,72,83345,Business Professional,0
female,67,120368,Video Editor,0
male,20,26616,Video Editor,1
female,51,46490,Doctor,0
male,35,24294,Accountant,0
female,55,38490,Doctor,0
female,25,63013,Accountant,0
male,32,117794,Gamer,1
female,63,9503,Doctor,0
female,21,68418,Gamer,1
female,36,73931,Gamer,1
female,21,91933,Video Editor,1
female,54,76779,Freelancer,1
female,36,59767,Teacher,0
male,53,34831,Doctor,0
female,72,36618,Gamer,1
male,56,52058,Doctor,0
male,24,122584,Student,1
female,71,94078,Business Professional,0
male,31,113254,Doctor,1
male,57,33633,Gamer,1
male,38,22041,Accountant,0
female,37,88763,Accountant,0
female,28,133329,Gamer,1
male,55,52220,Doctor,0
female,37,76110,Accountant,0
male,39,98907,Business Professional,0
female,72,119057,Teacher,0
female,29,41633,Student,0
male,53,39866,Video Editor,1
female,32,69338,Software Engineer,1
female,72,119749,Business Professional,0
female,53,93671,Teacher,0
male,30,20947,Graphic Designer,1
female,45,44289,Accountant,0
female,52,20440,Student,0
female,74,67360,Graphic Designer,0
female,30,102290,Teacher,0
male,45,121471,Software Engineer,1
female,75,30179,Student,0
female,40,132482,Software Engineer,1
female,28,113459,Freelancer,1
female,18,25730,Teacher,0
female,63,91096,Business Professional,0
male,31,33963,Software Engineer,1
male,69,32859,Software Engineer,1
female,46,68082,Gamer,1
male,64,72459,Video Editor,0
male,42,110877,Software Engineer,1
male,53,52761,Video Editor,1
female,22,121518,Doctor,0
male,49,12956,Graphic Designer,1
male,72,50844,Student,0
male,44,25183,Accountant,0
female,34,32548,Business Professional,0
female,43,87494,Student,0
female,27,54372,Video Editor,1
male,63,126464,Business Professional,0
female,41,23009,Business Professional,0
male,71,57988,Business Professional,0
female,46,64002,Software Engineer,1
male,46,59019,Student,0
male,24,110539,Student,1
male,31,39578,Video Editor,1
female,53,73952,Freelancer,1
male,51,132767,Gamer,1
male,24,115730,Student,1
male,22,53147,Gamer,1
female,43,86671,Accountant,0
male,31,99603,Software Engineer,1
female,33,59122,Student,0
female,57,60866,Video Editor,0
male,65,61412,Video Editor,0
female,21,96726,Student,0
male,61,101616,Video Editor,0
female,67,59354,Accountant,0
female,37,58669,Business Professional,0
female,59,71917,Doctor,0
male,71,6006,Freelancer,0
male,38,7492,Business Professional,0
male,43,115803,Video Editor,1
female,71,27386,Freelancer,0
male,44,25445,Doctor,0
male,20,95871,Gamer,1
male,52,69386,Doctor,0
female,32,105868,Freelancer,1
male,62,98211,Accountant,0
female,19,21069,Accountant,0
female,63,38240,Gamer,1
female,51,51649,Graphic Designer,1
male,57,60220,Doctor,0
female,72,124575,Graphic Designer,0
female,65,48777,Gamer,1
male,21,101455,Teacher,0
female,45,23157,Software Engineer,1
female,29,13255,Accountant,0
female,70,115134,Freelancer,0
female,42,129134,Teacher,0
male,24,124345,Software Engineer,1
male,28,96819,Student,1
male,51,86858,Teacher,0
male,52,11267,Teacher,0
female,48,59187,Software Engineer,1
female,32,63099,Freelancer,1
female,43,100041,Freelancer,1
female,45,123955,Accountant,0
male,69,134059,Business Professional,0
male,59,10404,Software Engineer,1
female,29,51406,Freelancer,1
female,59,56272,Teacher,0
male,65,39286,Student,0
female,45,90506,Video Editor,0
male,60,6489,Accountant,0
female,57,103528,Doctor,0
male,51,38223,Software Engineer,1
male,66,55182,Student,0
female,51,102079,Gamer,1
female,59,129763,Gamer,1
male,23,139576,Doctor,1
male,39,107129,Doctor,0
male,74,34657,Accountant,0
male,34,137297,Business Professional,1
male,69,31526,Accountant,0
female,56,103697,Teacher,0
male,67,43337,Video Editor,0
male,67,109157,Graphic Designer,1
female,59,95992,Video Editor,0
female,63,35822,Teacher,0
male,64,72543,Gamer,1
male,57,127466,Business Professional,0
male,57,114969,Video Editor,0
male,30,102396,Accountant,0
male,43,97561,Student,0
female,51,118248,Accountant,0
male,18,52044,Freelancer,1
male,68,88640,Teacher,0
female,32,40893,Student,0
male,29,33662,Video Editor,1
male,55,58082,Accountant,0
male,61,139078,Software Engineer,1
female,19,128602,Accountant,0
female,48,42831,Graphic Designer,1
female,30,132423,Software Engineer,1
female,55,76998,Accountant,0
female,53,99328,Freelancer,1
female,40,134049,Video Editor,0
male,52,139539,Video Editor,1
male,19,49397,Video Editor,1
female,60,97206,Accountant,0
female,63,109100,Doctor,0
male,23,118507,Teacher,0
male,49,43599,Accountant,0
male,74,13498,Business Professional,0
female,18,104820,Graphic Designer,1
male,67,15161,Teacher,0
male,44,93442,Gamer,1
male,75,120117,Student,0
male,61,34725,Video Editor,0
female,56,69315,Accountant,0
male,30,40472,Graphic Designer,1
male,59,34131,Accountant,0
female,72,49693,Accountant,0
male,35,35096,Doctor,0
male,48,34383,Business Professional,0
female,69,77944,Doctor,0
male,39,7558,Teacher,0
male,40,97651,Gamer,1
male,75,99019,Gamer,1
female,36,139898,Student,0
female,44,117745,Software Engineer,1
female,54,87015,Graphic Designer,1
female,69,38074,Accountant,0
male,32,93877,Freelancer,1
male,25,116114,Graphic Designer,1
male,38,5690,Teacher,0
female,62,128084,Gamer,1
male,25,95335,Doctor,1
female,51,121494,Freelancer,1
male,29,31101,Graphic Designer,1
female,62,118790,Accountant,0
male,72,121065,Software Engineer,1
male,60,13825,Student,0
female,33,33233,Teacher,0
male,70,110384,Video Editor,0
female,30,16712,Video Editor,1
male,46,60591,Freelancer,1
female,34,93245,Video Editor,1
male,60,111674,Software Engineer,1
male,52,94337,Business Professional,0
male,46,22332,Accountant,0
female,65,134810,Software Engineer,1
female,21,30689,Video Editor,1
female,40,36177,Freelancer,1
male,72,133561,Accountant,0
female,48,81685,Accountant,0
male,50,53968,Doctor,0
male,21,106827,Teacher,0
female,47,63274,Freelancer,1
female,32,77338,Graphic Designer,1
male,19,110206,Freelancer,1
male,57,36441,Graphic Designer,1
female,28,78499,Video Editor,1
male,51,136254,Business Professional,0
female,29,136151,Gamer,1
male,56,117499,Student,0
female,39,6273,Video Editor,0
male,28,39104,Accountant,0
female,46,103462,Accountant,0
female,42,123385,Freelancer,1
male,70,63089,Graphic Designer,1
